"GeoAreaName" "TimePeriod" "Goal.x" "Target.x" "Indicator.x" "SeriesCode.x" "SeriesDescription.x" "GeoAreaCode.x" "Value.x" "Time_Detail.x" "TimeCoverage.x" "UpperBound.x" "LowerBound.x" "BasePeriod.x" "Source.x" "GeoInfoUrl.x" "FootNote.x" "Age.x" "Nature.x" "Reporting Type.x" "Sex.x" "Units.x" "Maternal" "Goal.y" "Target.y" "Indicator.y" "SeriesCode.y" "SeriesDescription.y" "GeoAreaCode.y" "Value.y" "Time_Detail.y" "TimeCoverage.y" "UpperBound.y" "LowerBound.y" "BasePeriod.y" "Source.y" "GeoInfoUrl.y" "FootNote.y" "Age.y" "Nature.y" "Reporting Type.y" "Sex.y" "Units.y" "Poverty" "Age"
"11" "Argentina" 2002 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 32 "98.9" "2002-2002" NA NA NA NA "Estadísticas Vitales. Información Básica – Año 2002. Buenos Aires: Ministerio de Salud [Argentina]; 2003 (in Spanish)." NA "Cadres included align with the standard definition of: Doctor, nurse and/or midwife" NA "C" "G" NA "PERCENT" 98.9 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 32 "10.0" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15+" "M" "G" "BOTHSEX" "PERCENT" 10 15
"12" "Argentina" 2002 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 32 "98.9" "2002-2002" NA NA NA NA "Estadísticas Vitales. Información Básica – Año 2002. Buenos Aires: Ministerio de Salud [Argentina]; 2003 (in Spanish)." NA "Cadres included align with the standard definition of: Doctor, nurse and/or midwife" NA "C" "G" NA "PERCENT" 98.9 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 32 "10.3" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "25+" "M" "G" "BOTHSEX" "PERCENT" 10.3 25
"13" "Argentina" 2002 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 32 "98.9" "2002-2002" NA NA NA NA "Estadísticas Vitales. Información Básica – Año 2002. Buenos Aires: Ministerio de Salud [Argentina]; 2003 (in Spanish)." NA "Cadres included align with the standard definition of: Doctor, nurse and/or midwife" NA "C" "G" NA "PERCENT" 98.9 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 32 "7.9" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15-24" "M" "G" "BOTHSEX" "PERCENT" 7.9 15
"14" "Argentina" 2002 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 32 "65" "2002" NA "75" "57" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2394" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 65 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 32 "10.0" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15+" "M" "G" "BOTHSEX" "PERCENT" 10 15
"15" "Argentina" 2002 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 32 "65" "2002" NA "75" "57" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2394" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 65 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 32 "10.3" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "25+" "M" "G" "BOTHSEX" "PERCENT" 10.3 25
"16" "Argentina" 2002 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 32 "65" "2002" NA "75" "57" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2394" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 65 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 32 "7.9" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15-24" "M" "G" "BOTHSEX" "PERCENT" 7.9 15
"17" "Armenia" 2001 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 51 "42" "2001" NA "49" "36" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2210" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 42 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "15.0" "2001" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15-24" "M" "G" "BOTHSEX" "PERCENT" 15 15
"18" "Armenia" 2001 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 51 "42" "2001" NA "49" "36" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2210" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 42 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "15.5" "2001" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15+" "M" "G" "BOTHSEX" "PERCENT" 15.5 15
"19" "Armenia" 2001 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 51 "42" "2001" NA "49" "36" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2210" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 42 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "15.6" "2001" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "25+" "M" "G" "BOTHSEX" "PERCENT" 15.6 25
"20" "Armenia" 2001 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 51 "98.4" "2001-2001" NA NA NA NA "Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012)." NA "No / unclear definition of the cadres included" NA "C" "G" NA "PERCENT" 98.4 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "15.0" "2001" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15-24" "M" "G" "BOTHSEX" "PERCENT" 15 15
"21" "Armenia" 2001 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 51 "98.4" "2001-2001" NA NA NA NA "Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012)." NA "No / unclear definition of the cadres included" NA "C" "G" NA "PERCENT" 98.4 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "15.5" "2001" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15+" "M" "G" "BOTHSEX" "PERCENT" 15.5 15
"22" "Armenia" 2001 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 51 "98.4" "2001-2001" NA NA NA NA "Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012)." NA "No / unclear definition of the cadres included" NA "C" "G" NA "PERCENT" 98.4 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "15.6" "2001" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "25+" "M" "G" "BOTHSEX" "PERCENT" 15.6 25
"23" "Armenia" 2002 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 51 "98.8" "2002-2002" NA NA NA NA "Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012)." NA "No / unclear definition of the cadres included" NA "C" "G" NA "PERCENT" 98.8 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "11.6" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15-24" "M" "G" "BOTHSEX" "PERCENT" 11.6 15
"24" "Armenia" 2002 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 51 "98.8" "2002-2002" NA NA NA NA "Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012)." NA "No / unclear definition of the cadres included" NA "C" "G" NA "PERCENT" 98.8 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "11.8" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15+" "M" "G" "BOTHSEX" "PERCENT" 11.8 15
"25" "Armenia" 2002 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 51 "98.8" "2002-2002" NA NA NA NA "Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012)." NA "No / unclear definition of the cadres included" NA "C" "G" NA "PERCENT" 98.8 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "11.8" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "25+" "M" "G" "BOTHSEX" "PERCENT" 11.8 25
"26" "Armenia" 2002 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 51 "39" "2002" NA "45" "34" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2395" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 39 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "11.6" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15-24" "M" "G" "BOTHSEX" "PERCENT" 11.6 15
"27" "Armenia" 2002 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 51 "39" "2002" NA "45" "34" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2395" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 39 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "11.8" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15+" "M" "G" "BOTHSEX" "PERCENT" 11.8 15
"28" "Armenia" 2002 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 51 "39" "2002" NA "45" "34" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2395" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 39 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "11.8" "2002" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "25+" "M" "G" "BOTHSEX" "PERCENT" 11.8 25
"29" "Armenia" 2003 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 51 "38" "2003" NA "43" "32" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2580" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 38 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "8.6" "2003" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15+" "M" "G" "BOTHSEX" "PERCENT" 8.6 15
"30" "Armenia" 2003 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 51 "38" "2003" NA "43" "32" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2580" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 38 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "8.6" "2003" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "25+" "M" "G" "BOTHSEX" "PERCENT" 8.6 25
"31" "Armenia" 2003 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 51 "38" "2003" NA "43" "32" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2580" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 38 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "8.6" "2003" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15-24" "M" "G" "BOTHSEX" "PERCENT" 8.6 15
"32" "Armenia" 2003 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 51 "99.2" "2003-2003" NA NA NA NA "Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012)." NA "No / unclear definition of the cadres included" NA "C" "G" NA "PERCENT" 99.2 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "8.6" "2003" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15+" "M" "G" "BOTHSEX" "PERCENT" 8.6 15
"33" "Armenia" 2003 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 51 "99.2" "2003-2003" NA NA NA NA "Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012)." NA "No / unclear definition of the cadres included" NA "C" "G" NA "PERCENT" 99.2 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "8.6" "2003" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "25+" "M" "G" "BOTHSEX" "PERCENT" 8.6 25
"34" "Armenia" 2003 3 "3.1" "3.1.2" "SH_STA_BRTC" "Proportion of births attended by skilled health personnel (%)" 51 "99.2" "2003-2003" NA NA NA NA "Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012)." NA "No / unclear definition of the cadres included" NA "C" "G" NA "PERCENT" 99.2 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 51 "8.6" "2003" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15-24" "M" "G" "BOTHSEX" "PERCENT" 8.6 15
"35" "Bangladesh" 2000 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 50 "434" "2000" NA "553" "336" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2031" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 434 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 50 "30.6" "2000" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15-24" "M" "G" "BOTHSEX" "PERCENT" 30.6 15
"36" "Bangladesh" 2000 3 "3.1" "3.1.1" "SH_STA_MMR" "Maternal mortality ratio" 50 "434" "2000" NA "553" "336" NA "Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Geneva: World Health Organization; 2031" NA NA NA "NA" "G" NA "PER_100000_LIVE_BIRTHS" 434 1 "1.1" "1.1.1" "SI_POV_EMP1" "Employed population below international poverty line, by sex and age (%)" 50 "30.5" "2000" NA NA NA NA "ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly." NA NA "15+" "M" "G" "BOTHSEX" "PERCENT" 30.5 15
